point,captured_at,shoulder_pan.pos,shoulder_lift.pos,elbow_flex.pos,wrist_flex.pos,wrist_roll.pos,gripper.pos
initial,2026-08-09T06:29:20,-2.3736263736263736,-48.13186813186813,-3.7362637362637363,-16.175824175824175,78.9010989010989,3.413654618473896
key_point_1,2026-08-09T06:35:55,-2.021978021978022,21.318681318681318,-57.45054945054945,-42.989010989010985,78.98901098901099,54.81927710843374
key_point_2,2026-08-09T06:35:56,-2.021978021978022,21.318681318681318,-57.45054945054945,-42.989010989010985,78.98901098901099,54.81927710843374
key_point_3,2026-08-09T06:35:57,-2.021978021978022,21.318681318681318,-57.45054945054945,-43.16483516483517,78.98901098901099,54.81927710843374
key_point_4,2026-08-09T06:35:58,-2.021978021978022,21.318681318681318,-57.45054945054945,-42.989010989010985,78.98901098901099,54.81927710843374
key_point_5,2026-08-09T06:35:58,-2.021978021978022,21.318681318681318,-57.45054945054945,-42.9010989010989,78.98901098901099,54.81927710843374
key_point_6,2026-08-09T06:35:59,-2.021978021978022,21.318681318681318,-57.45054945054945,-42.9010989010989,78.98901098901099,54.81927710843374
